	1884
"富铝尖晶石	1
"泥(质)岩	1
半拟作法"	1
泥盆系	7
 古地温	2
"SHRIMP	3
藻灰岩	1
"高坝	1
绢英岩	1
"干旱	1
40Ar/39Ar定年	2
 下三叠统飞仙关组"	1
最佳土钉支护时机	1
"模拟大地水准面	1
寒武-奥陶系	2
"序列类型	1
转包	1
"闭坑矿井	1
次生交代	1
"Q2和Q3黄土	1
 生态监测	1
九江市"	1
 优化配置"	2
九台龙	1
准层状油气藏	1
"基本农田整理	2
源储剩余压力差	1
断裂坡折	1
 Ir	1
 硬化	1
三维正演	1
剪切横波	2
相控建模	1
出溶结构	3
 环境控制"	1
热异常	1
长8储层	1
 隆降反转	1
 桩端条件	1
磁补偿"	1
"楔拜拉（Sphenobaiera）	1
"多波束测深系统	1
泥浆护壁	1
禄劝地震	1
 工作曲线"	1
有机食品	1
"位移反分析	1
中-新元古界地层"	1
Pd地球化学异常特征	1
 渗漏途径	1
克希霍夫法	1
 替代机制	1
粗糙集	1
 演化模式"	2
地面塌陷	5
煤炭开采	1
 嘉荫凹陷	1
"汞污染	2
软粘土"	1
爆破式火山作用	1
"五大莲池火山群	1
 可行性	2
基底翘曲	1
 构造环境"	4
 土壤"	1
 薄砂层	1
"高塑性土	1
快速傅立叶变换"	1
 倾向剪切"	1
"码头	1
 Karst流域	1
 古环境"	4
国际会议"	1
缺氧沉积环境	1
 大变形"	1
 新疆地下流体"	1
 侧阻力分布	1
 锚注加固	1
"人工柠条灌木林	1
"“密集—平静”特征	1
 地质环境容量	1
"层次分析法	4
"大地电磁	3
土地生态安全性评价	1
渗透规律"	2
构造-热演化"	1
"土壤湿度	1
工业蛭石	1
洞穴水系	1
 干缩裂缝	1
超级大陆"	1
 工艺方法	1
拉嘎组	1
洞穴探测"	1
"公路引桥	1
 万年冰洞	1
 超长大直径桩	1
各向异性成像"	1
 古应力值	1
 生态地球化学	1
 动力稳定性"	1
堆跺式双重构造	1
 南海中部海域"	1
 膨胀土"	1
"层间裂隙	1
海侵"	1
嵌岩深度	1
 成矿时代	3
凡口	1
层间氧化带	7
 稀土元素	7
 协调发展"	1
GIS应用框架	1
油藏模型	1
岩石圈结构模型	1
"道路边坡	2
初判指标"	1
南羌塘盆地	2
 湖泊富营养化"	1
地电断面影像	1
强地面运动	1
 岩样"	1
"矿区供水	1
 变玄武岩	1
运聚单元	1
煤储层	2
振冲	1
抛射距离	1
综合分析	4
安溪"	2
"热电厂灰水	1
面临危机	1
横波偏振"	1
产铀盆地模式	1
"低幅度构造	1
 ALE方法	1
护壁堵漏"	1
 合理井网密度	1
"决策树模型	1
坳陷	1
"开发	1
 二类储量	1
地下厂房	1
 保存条件	2
断层崖"	1
潍北凹陷	1
计算机应用	1
白沙河岩组	1
大井眼	1
外推	1
"双剪统一强度理论	1
可行性研究"	2
沉降速率	1
 碎屑岩储层	1
 无烟煤	1
 长期抗拉强度	1
UP-UHP变质岩	1
计量经济分析"	1
毛管压力曲线	1
自生伊利石测年	1
富钴结壳	6
 灰岩	1
"闭式循环地热发电	1
静校正"	3
40Ar-39Ar定年	2
"沙三段	2
 海拉尔盆地	1
开采方法	1
 Au	1
 井身质量	1
"持续发展	1
"NMR	1
"石炭二叠系	1
基本农田	1
技术	6
 剪缩剪胀	1
松散砂土	1
"挠力河流域	1
铺管	1
铙钹寨岩体	2
 CO	1
"正断层	1
 CT	1
 冻融循环	4
 西秦岭"	4
"重庆	1
沥青砂岩"	1
水资源利用	1
 北京"	1
 两阶段分析法	1
 硫分布	1
"差应力	1
"MEG钻井液	1
 Drucker-Prager屈服准则"	1
 高效液相色谱	1
 Cd	1
云浮硫铁矿	1
优化评估指标"	1
壳内低速层	1
 无机成因油气	1
"沉积地球化学	1
黄土丘陵沟壑区"	2
选择性溶剂	1
"南黄海陆架	1
台内浅滩相"	1
"适应变迁	1
含矿斑岩体	1
 化极向下延拓	1
"Newmark方法	1
 区域尺度"	1
 小油砂体	1
"铜资源	1
 屈服准则	2
陕西省	1
铜铅锌多金属矿	1
 勘查方向	1
生物化学	1
横波	2
 成果"	1
 F6	1
 Heinrich事件"	1
温度场	4
下沉等值线图"	1
板块汇聚	1
储层评价"	6
 微观剩余油"	1
底泥耗氧	1
Karachaganak油田"	1
 Eh	1
"镍-钼富集层	1
埃达克岩	6
 判别标志	1
 挖土顺序"	1
大冶铁矿"	1
"泥质沉积物	1
"铝硅钡石	1
内力计算	1
拐8°角"	1
下白垩统"	2
"井地联合	1
垂直错距	1
静载压板试验"	1
 大别山造山带"	1
地下河系统	2
 生长幕	1
前寒武纪"	1
热传导系数"	1
 鉴别	1
黄河口	1
"圆梁山隧道	1
集成BP网络	1
"桩西油田	1
 微型超精切削工具	1
"三角洲前缘	2
阳离子交换容量"	2
"岩浆岩	1
寒武-奥陶纪	1
小卫星	1
"多层结构模型	1
克拉玛依油田	1
"非同沉积断裂	1
古特提斯	1
 高精度"	1
南极拉斯曼丘陵"	1
"SHRIMP U-Pb 年龄	1
计算参数	1
苏德尔特	1
 修正系数	2
柴达木盆地北缘"	1
 年代地层"	1
"砂岩水害	1
"循环经济	9
 东亚季风	1
"李子园群	1
 FLAC3D数值模拟预测法"	1
地价指数	1
LA-ICPMS	1
岩石圈巨大减薄	1
 变感器	1
 优化算法"	1
 长7期"	1
环境污染	3
云南马鹿塘"	1
红柱石"	1
 最大主应力"	1
"采油废水	1
成矿岩体	1
"变质流体	1
早白垩世"	3
"钨多金属矿床	1
 半地堑	1
"浅埋隧道	1
"瞬变电磁	2
覆岩运动"	1
化学蒸气发生体系原子荧光光谱法	1
"单斜构造	1
 水磨河	1
 叠前属性反演	1
 小波分析"	2
"线框架模型	1
 南襄盆地"	1
丹江口库区"	1
"高切坡	1
超声波	3
 叠加褶皱	1
"中巴资源一号卫星02星	1
侵蚀系数	1
 特征参数"	1
水准测量	1
深层卤水	1
 连拱隧道	3
型钢	1
 延迟时	1
水动力条件"	1
破坏机制	1
 评价	13
健康危害	1
 瞬时频率	1
"Kriging插值	1
 管理系统	1
 深层勘探	1
"张北	1
潜力"	2
 异常	6
四川龙门山前陆盆地"	1
"水西沟群	1
"压电陶瓷传感器	1
内压"	1
沉降差"	1
可拓学	1
"艾比湖流域	1
铊超常富集	1
 数字城市"	1
蒸发台地	1
多分辨率"	1
非线性有限元	2
长江	1
"土地利用冲突	1
热液对顶砧压腔	1
 堆载预压	2
 浙江煤山"	1
 ANSYS有限元	1
 离散化	1
 形势	1
(土娄)土	1
发育期	1
粘聚力"	1
锡矿	1
南堡2号构造带	1
面积关系	1
异构结构风格	1
 中生代热液成矿系统"	1
福建建瓯地区"	1
植被净第一性生产力	1
损伤	2
浮游有孔虫"	1
"堆石坝	1
规划信息	1
 直方图	2
 开发与保护"	1
岩性圈闭	2
过渡带	1
西蒿坪段	1
技术可采系数"	1
乌拉山-集宁高级变质地体"	1
新增水土流失	1
绿片岩	1
迂曲度	1
 海滩喂养	1
"挡土结构物	1
铅来源	1
"真振幅偏移	1
 福山凹陷	2
 控制因素"	3
"橄榄岩捕虏体	1
下—中寒武统	1
 浸矿菌种	1
黄沙坨	1
地质构造组合	1
 特低渗透储层	1
总有机挥发物	1
多波束测深	1
 形成机理"	2
Ⅱ#变形体	1
云龙凹陷	1
聚集活动	1
"硅质页岩	1
"Sm/Nd比值	1
成矿	1
 藏南拆离系"	1
造弧作用	1
岩石材料	1
首次发现	1
"成矿因素	1
 流体势场"	1
安宁河—则木河断裂带"	1
"黏度系数反演	1
 沉积地层	2
后峡组"	1
"经济转型	1
"137Cs技术	1
"呼伦西白金矿	1
仪器设计方案	1
 双壳生物群"	1
模拟方法	1
 西藏高原"	1
全球冰量	1
无锡因果岸"	1
气象"	1
粒度年龄模型"	1
"火山岩	18
 核反冲丢失机理"	1
 填石路堤	1
 Pd	1
基性次火山岩	1
"X射线荧光分析仪	1
"长波辐射	1
鲤鱼	1
 土质围岩"	1
 Pb	1
冬小麦"	1
 处理绿松石	1
 拉曼光谱	2
地浸开采"	1
滑坡变形"	1
 瞬变电磁法	4
水源地	5
长江源"	1
"地下水人工补给	3
源区性质	1
 地下水渗流	1
流动实验	1
应急措施"	1
"深部土	1
 重构	1
"SPOT5影像	1
 油气地质"	1
 冈底斯带	1
 循环受载	1
 RS	1
 S4	1
战略	1
 海岸盐沼"	1
"多元回归分析	1
 电解工艺"	1
活断层	2
 有色金属	1
 Re	1
几何特征	1
黄埠岭	1
 Rh	1
"气候的轨道驱动	1
"水质分析	2
"震旦系	1
青山口组"	1
 控油作用	1
 单束钢绞线	1
含油性"	3
龙山"	1
 福建泉州"	1
华厦古板块	1
转向	1
 Pt	1
 封闭能力	1
"浅层直流电法探测	1
粤北"	3
 萨瓦亚尔顿	1
 青岛前海"	1
 定量评价"	1
"新疆	33
 综合物探"	1
浆材"	1
沉积喷流型	1
沙河街组"	1
抗剪强度影响"	1
始海百合"	1
"钻爆开挖	1
 转换参数"	1
胎体硬度	1
"新疆特克斯地区	1
 单井稀释法	1
软流圈上涌柱	1
 低维混沌	1
 Ti	1
 Te	1
季风活动	1
 色差	1
奇异分析	1
正构烷烃	1
 序次	1
"构造变换	1
"层控菱铁矿	1
地幔流体交代作用	1
"浙江省	1
 Se	2
FTIR光谱	1
中新世火山岩	1
墙砖拱翘	1
富蕴"	1
大洋钻探计划	1
 Sr	1
产权"	1
似大地水准面	2
硼吸附态针铁矿	1
堆积方式"	1
台儿庄区"	1
水土平衡	1
 旧城段	1
古海洋学	1
集约利用	2
 量级"	1
 相互作用机理"	1
季风演化"	1
"软风险区划	1
 拉萨地体	1
取心工具	1
 完井"	1
耕地保护"	1
水平钻井	1
 TrueType字体	1
石英闪长岩岩株	1
冻土	3
结构构型"	1
电缆测井"	1
 桂西北"	1
"北京燕山地区	1
土壤侵蚀综合度	1
亚欧板块"	1
"海洋核杂岩	1
NMO动校正"	1
三维可视化技术"	1
 频率特征	1
 基本观点"	1
"线框模型	1
"矿山	9
"地物光谱仪	1
阶地	1
叶蝎蛉属	1
 最优含水率	1
"有效应力分析	1
地下淡水	1
俯冲板片"	1
"锑矿床	1
Ar-Ar年龄	2
天山	1
柯坪"	1
 层序界面"	1
甘肃省"	7
"惠民凹陷	4
温纳测深"	1
 岩石圈流变结构"	1
 黔东北地区"	1
 厚层坚硬岩层	1
 地震预测效能检验"	1
场地类别"	1
卡塔克1区块	1
小流域	5
玻璃相	1
 硒迁移	1
生物标志化合物	6
 工程桩"	1
土压力分布"	1
地震地质意义"	1
"管井过滤器	2
更新世晚期"	2
"砂山	1
 低应变反射波法"	1
 砂性漏斗"	1
溃砂预测	1
"测井方法	7
"地质文献	1
 环境问题"	1
宏观调控"	1
 断块旋转	1
 雷波马湖	1
 侧压系数	1
 小草湖洼陷	1
 超临界状态	1
 勘查"	1
工程措施	1
"斑岩型铜(钼)矿床	1
构造控水	1
末次盛冰期	4
大屯	1
 新种	2
 泥浆侵入	3
内蒙古"	15
铵盐	1
成矿物理化学条件	1
脆性破裂	1
四级层序划分	1
 新余"	1
山前构造带	1
"高原	1
"砂层	1
 湖沼学"	1
 加速腐蚀试验	1
"西北太平洋	1
地质灾害监测	1
"逻辑信息法	1
地震活动	5
滑坡稳定性	1
"成因类型	1
土地复垦"	1
江西某地"	1
"矿坑水	1
"旋挖钻机	1
轨迹预测	1
 上第三系	1
盆缘沟谷	1
 代家庄铅锌矿床	1
自我调节"	1
可可西里带	1
算法	1
 震源机制	2
油气化探	5
土钉墙"	1
 方差"	1
岩溶涌水	1
小应变动测检验	1
 抗震设防水准	1
 波密—林芝	1
 三峡库区"	2
成矿区带	2
退耕还林草	1
13X沸石	1
"葫芦河流域	1
"改性海泡石	1
征地区片综合地价	2
 构造应力	1
深层碎屑岩	1
"文石	1
"离子微探针质谱	1
"全站仪	1
三轴压缩	1
点事件	1
 pH	1
转型	1
含油率	3
"松辽盆地	36
软土	3
生排烃史	1
岛弧"	4
 粒度特征参数	1
 不确定度"	1
策略	1
断层上断点"	1
渗透系数"	4
防治预案	1
微珠比色	1
"细菌反硝化	1
 Monte-Carlo模拟	1
西"	2
叠前深度偏移	4
安全监测	1
构造岩浆岩带	1
钻井岩屑录井	1
"巴东城区	1
综合信息"	1
"宽角地震剖面	1
"水文地质工程地质条件	1
菌种鉴定	1
地质导向技术	1
信息"	1
 圈闭特征"	1
 双峰式侵入岩	1
模拟退火算法	3
"兰州-西宁经济圈	1
 湿陷性黄土	2
"围岩变形	1
 各相异性"	1
分辨率匹配	1
 折线型面板	1
模拟测量"	1
"锆石SHRIMP定年	1
 伟晶岩	1
"累积全烃	1
相对隶属度	1
"沙尘天气	1
 法郎组竹杆坡段	1
 地震破坏	1
 云南虫	1
"自家堡滑坡	1
"砂岩	5
 大情字井地区	1
"功能分区	1
"石羊河流域	1
"燥红土	1
水系沉积物	3
图像重建"	1
有机碳（OC）	1
 节理组合	1
 有机硫	1
管波	2
 多元判别	1
乡城-稻城-得荣"	1
"富铯矿物	1
 生态管理	1
"垃圾填埋场	4
壳体O、C稳定同位素组成（14）C测年	1
"火成岩油藏	2
 过滤器长度	1
 离散元	3
拜城	1
 遥感"	2
碰撞花岗岩	1
大民屯凹陷"	2
 气测标准"	1
"OpenGL	1
 变形破坏模式	2
显微激光拉曼分析"	1
 龙潭组"	1
砾岩金勘探"	1
"电导率	3
 评估	1
"第三系泥岩	1
 工程防御	1
 克拉2气田	1
杭锦旗区块	1
"晕彩	1
 变形机制"	1
 冲击压实技术	1
"3D-DDA	1
 地热分析	1
黑土	1
"深部岩体	1
"中强震	1
 下-中寒武统	1
"震源参数	3
原地岩系	1
 围岩位移	1
褶皱冲断带	1
 高Mg闪长岩	1
 小柳沟	1
 岩相古地理"	2
承载性能"	1
钻孔回扩	1
 聚集效率	2
"主应力轴循环旋转	1
 干湿循环"	1
冲绳海槽"	1
英吉苏凹陷	3
 测量精度"	1
毛垭温泉"	1
 变观	2
"线性规划法	1
扩散	2
 防渗墙	3
地震数据处理	1
预测模型	4
 PAM泥浆	1
"原始物质	1
 止水层位	1
"准同生沉积型锌矿床	1
 有机碳	3
最优耗竭	1
 工程	1
判识"	1
基坑工程	1
"哈萨克斯坦	5
盐碱化"	1
黄壤	2
电解金属锰	1
地幔域	1
"氟氯烃	1
碳循环	6
ArcGIS Engine	1
热塑化木材	1
生油窗	2
 物化探	1
 灰色关联度	1
 找矿标志"	2
“甜点”	1
 伽马测井曲线	1
钢箱对拉贯通施工工艺"	1
"硝化	1
 整体稳定性分析"	1
计算公式"	2
 硫复铁矿	1
 周坪台	1
岩相古地理	2
"地震映像	1
辫状分流河道"	1
桩基"	3
"台地灰岩	1
"江苏省	1
"PCC桩	1
 黏弹塑性流变模型	1
 坍塌型	1
 娄底市"	1
"块体运动	1
绢云母	1
"潮水盆地	1
构造分析	1
"遥感图像	1
"北川县	1
胶东"	5
条分法	1
 角闪石	1
 平均粒径"	1
中国西北地区"	1
祁漫塔格-都兰	1
 土壤有机碳氮的变化	1
 江苏东海"	1
工作程度	1
定性评价	1
 岩爆烈度	1
"采动区	1
 技术手段"	1
 华南造山带	1
 拟声波阻抗	1
EH4电导率成像系统	1
 全沉降	1
 青藏公路"	1
 雨水入渗	1
 同位素分馏	2
 叠前深度偏移	3
 能量分配	1
BEAM法"	1
拼合	1
 同位素示踪	1
 构造"	1
 致色因素	1
 政策—经济驱动力	1
边界波的稳定性	1
现代智人起源	1
"蒲石河	1
"油气来源	1
"双感应球形聚焦测井仪	1
 石灰粉煤灰	1
应急治理"	1
油气资源"	1
永城电厂"	1
铅中毒	1
 优化解"	1
 降凝剂	1
扇沼	1
 阿尔金山	1
"华南地块	1
 银"	1
 激发极化效应	1
"昆明地区	1
油气地质特征	2
 评判	1
依南2井"	1
"土壤干旱指数	1
"新疆托卡依水库	1
蔬菜	1
惠州凹陷"	1
古三门湖	1
五朵山花岗岩	1
变形计算"	1
 碳氧稳定同位素	1
 成矿预测标志	1
经济效益预算	1
 镁离子	1
阿勒泰复向斜	1
敏感生态问题"	1
 热弹塑性分析"	1
 热水通道"	1
水理性质"	1
地下水	37
"康定	3
输气工程	1
 大牛地气田"	1
 南苏鲁"	1
中西方文化	1
"开发区	2
"国土资源	5
"雷州半岛灯楼角	1
构造转换	1
 双谱	1
喜马拉雅早期	1
兴隆金矿区"	1
"弥散裂缝	1
 层序地层样式	1
"专家知识	1
 调查与评价	1
现状	12
辩证"	1
 识别	3
"混凝土面板堆石坝	1
标准化	3
岩石地层单位	3
农地	1
管涌	2
 官渡构造	1
"酸敏	1
灾害危险性"	1
逆作法"	1
降水速率	1
夹层	4
南八仙油气田	1
 剪切模量"	1
"环状层理	1
"承德盆地	1
大庆	1
"楔状构造层序	1
地球化学对比	1
 非线性岩石力学"	1
 动三轴试验"	2
"弹性参数	2
 热带海区"	1
统计关系	2
"单轴压缩	2
 西部南区	1
 有限环模型	1
熔体成分	1
时空索引	1
齐家凹陷	1
 防护治理	1
勘查技术方法	1
 旱灾	1
"东亚南北地震带	1
 后尖晶石相变	1
含水层参数	2
蒙阴	1
 旅行时	1
上二叠统	1
全球变化	3
出让年期	1
 持力层岩面	1
环境放射性	1
"有限覆盖	1
济阳坳陷"	12
湖南锡田"	1
层内非渗透薄夹层"	1
 盾构机"	1
切割钢筋笼"	1
离散余弦变换	1
 腐蚀性"	1
车镇地区"	1
"伊朗Kashan地区	1
带宽"	1
侧钻	1
 遗迹	1
 多元醇钻井液	1
油源"	1
概率分布"	1
"拐角频率	1
碳酸酐酶	2
华北盆地南部"	1
"氟中毒	1
 黄锡矿	1
岩溶地下水	3
偏移算子	1
同位素示踪"	1
"甘肃北山	2
层状夕卡岩	1
"铂族元素(PGE)地球化学	1
"自然灾害	2
 马尾松	1
"断层活动性	2
 横波波阻抗	1
孔雀河斜坡	1
"卸载	1
"陇山岩群	1
"岩溶水资源	1
火山沉积岩	2
块体理论	1
 动态平衡	1
土壤物性找油	1
指标体系"	5
危害"	1
"苏丹	7
"方差体技术	1
 动态范围	1
崩塌机制	1
含冰(水)量"	1
地磁指数"	1
爆夯监测	1
"生物地貌过程	1
"弯曲元	1
 油气藏"	1
"水土保持措施	1
隆升"	1
砂化率"	1
 地球动力学背景"	1
"台湾海峡	1
 预测模型	3
 RTK(实时动态)	1
 层间破碎带	1
 差异性"	1
惯量椭球	1
"电阻率测井	6
 埋藏溶蚀	1
环境判别"	1
 灰度	1
 ~(40)Ar/~(39)Ar年代学	1
"珊溪水库	2
遥感与GIS	2
Re-Os同位素年龄"	1
高压旋喷桩	2
 MODIS数据"	1
卫星遥感"	2
 有机岩石学	1
构造沉积演化	1
红石山地区	1
防治技术	1
 基坑工程	3
"重庆北温泉	1
密度界面	1
 海拉尔盆地"	2
因子分析"	1
松弛范围	1
成因矿物学	1
 偏心率"	1
 线性回归"	2
湖北"	2
"录井综合数据	1
地貌标志	1
 城市规划	1
 Drucker-Prager材料"	1
花状构造	1
 地下岩体洞室	1
7级地震	1
超高压变质	1
共存	1
 推断解释"	1
几何学特征	1
"D301R树脂	1
 强度准则	1
MT资料	1
"早前寒武纪	1
含煤地层	1
"景观格局	3
成果"	2
 解译	1
莱历斯高尔钼矿床	1
"褥垫层	1
纵波波速"	1
"大理岩	2
青藏铁路	1
植被	1
东昆仑	1
"雅鲁藏布江大峡谷	1
"数字测井	1
隔离桩	1
榴辉岩"	1
"孔隙度	2
地质背景"	1
裂隙演化	1
"青藏高原东北缘	9
 井位设计	1
 生物气	2
黄山东地区"	1
土壤电导率异常	1
"古地磁	1
环境变化	3
凝析油气	1
 动参数法	1
 控矿断裂	1
 模糊综合评判"	1
 幔源	1
 Morphing技术"	1
探明储量	2
角闪石	1
"模型修正系数	1
"舟坝水电站	1
传输函数	1
锆石	23
"湖相阶地和沉积	1
"苔藓植物	1
 地热资源"	1
 研究思路	1
 液化势	1
 利用途径"	1
 高温超高压流体	1
补给与开采	1
饱和土	1
 复杂构造"	1
"公路隧道衬砌	1
 喜马拉雅期	1
白石泉	1
 三维化	1
 长周期泥沙冲淤	1
"密闭取心钻井	1
兖济腾矿区"	1
 侧向变形	1
地壳缩短"	1
剪切带"	1
"湖泊沉积物	2
回收与利用"	1
"成岩混层I/S	1
阳原	2
油气井	1
"水泥灰岩资源	1
活动褶皱	1
"黄土高原	9
储量评价"	1
噪声特性"	1
黄土	4
铅-锌矿	1
三维数值模拟	2
加砂压裂"	1
 南翼山	2
 测年矿物	1
 斑铜矿	1
"混凝土构件	1
下寒武统	2
护壁技术"	1
"稀疏采样	1
"中寒武统	1
"农田废水	1
"地表破裂带	1
"有效厚度	2
双重物源	1
蚀变矿物群	1
"第一硬质黏土层	1
 D12-1井"	1
二元评价"	1
方解石脉	1
空心包体应力计	1
"扎兰屯脉岩	1
"矿床特征	4
关键驱动力	1
A型花岗岩	2
"钒	1
"潮沟	1
"农地市场	1
"地震反应	1
 石笋	3
 主非生物气资源	1
 铟	1
全球性流感	1
土古土布拉克组	1
 铜	2
 铂	1
 铀	1
 铁	1
矿业后治理	1
 铅	3
 混沌"	1
地质学	1
随机介质理论法"	1
生物礁"	1
周口店"	1
 偏移成像	1
吸附特性曲线	1
 花粉蚀变	1
低阻油层分布规律	1
碰撞作用"	1
"乐清湾	1
地球化学场	1
"生态城市	1
环弧构造(体)	1
污染负荷	1
 添加剂CL	1
旋喷桩"	1
 联合作用	1
伴生气体	1
 岩心实验"	1
抗震安全	1
 加速度系数	1
 势平衡流	1
新方法"	1
 纹层年代学"	1
沉积物捕获器"	1
 锑	2
 层序类型	1
定量分析"	2
 经济极限产量	1
"铟	1
 社区	1
"铝	1
 印度洋东部海域"	1
"铜	1
 贯通破坏强度	1
"变质核杂岩带	1
"层状地貌	1
"4C OBC系统	1
时间序列	2
 锇	1
矽卡岩型	2
 韧性剪切带型金矿床	1
不可蚀性颗粒	1
 太白岩基	1
 古错	1
 锌	1
成矿流体	20
"铊	1
 西部凹陷	1
信息提取	3
"泉四段	1
 银	6
灰色预测"	1
西准噶尔"	1
化学特征"	1
地球化学图	1
震陷量"	1
 城市地质环境	1
传输线模型	1
"铁	1
"铀	2
 马攸木	1
早古生代缝合带	1
 开发	6
"钼	1
"钨	1
潜在滑面	1
"华北地区	11
粒间渗透率"	1
 油气层识别	1
储气层	1
 合力作用点"	1
雪坑	1
"含油气系统	2
 疏松砂岩	1
"末次冰期	3
"层状结构	1
黄土体围岩分类"	1
 近地表	1
 下板城盆地	1
 土壤表土	1
主量和微量元素	1
 模糊综合后评价模型"	1
"气候地貌	1
 长江三峡	1
 双峰式火山岩	2
 能量量板	1
 地化录井	1
"有孔虫化石	1
 超临界流体圈"	1
动态度"	1
 沸石矿石	1
"柠檬酸	1
数据管理	1
陆下岩石圈地幔	1
控制系统"	2
大陆地壳	1
"抗滑桩	12
位移"	2
 油气成藏期	1
ASTER影像	1
 滑坡体	1
 污染"	2
“卸荷拱”理论"	1
 阻尼系数	1
燕山期花岗岩热液叠加-改造成矿	1
多项式	1
古气候记录	1
"陆相盆地	2
变质闪长岩	1
 黄土梁洼	1
 河流下切	1
扭转横波分裂	1
迭代运算	1
 地质遗迹/特殊景观"	1
"耿庄金矿	1
 海蚀地貌	1
 初始静偏应力	1
 硅橡胶"	1
铜陵	1
成岩相	6
地幔流动场	1
 剖面图	1
短临地震预测	1
相干数据体	1
沉积-构造事件	1
 相变状态	2
花山煤矿"	1
古生代弧状构造带	1
北山地区	3
维西县	1
"瞬态瑞雷面波	1
"潮汐	1
趋势"	1
储层流体	2
 稳定同位素"	1
"潟湖	1
 生长地层	1
节约型社会	1
 广西航运枢纽"	1
参数式绘图	1
"生物礁	3
 沙河街组四段	2
 超压环境	1
 松弛	2
古生界	1
小岩体	1
 超大型镓矿床	1
 调控措施"	1
 快速回跳	1
"残雪构造	1
"红刚玉	1
大东山岩体	1
 泥岩涂抹系数"	1
 白垩纪红层	1
"盐构造	3
"酒埠江	1
重磁异常	5
 污染调查	1
孔穴扩张理论"	1
"珠穆朗玛峰地区	1
欧拉参数	1
采集设计"	1
判别精度"	1
深层系	1
 干旱-半干旱区"	1
防治与保护策略"	1
防治	6
U-Pb年龄"	1
 断陷	1
REE配分"	1
随机模拟"	2
概率神经网络	1
 技术措施"	1
土地系统变化	1
"贺西地区	1
微地貌	3
 压缩试验	1
"陆内造山	1
"冲击钻井	1
Heinrich2事件	1
 构筑方法"	1
自发流转	1
地面隆起	1
 冲断载荷"	1
拉氏逆变换	1
"裂谷演化	1
储层伤害"	1
"电弧浓缩	1
 龙感湖"	1
分区评价	1
"博格达山北麓	1
异构烷烃	1
 形成演化	3
"微细浸染型	1
力学模型	1
 修正剑桥模型	2
早奥陶世	1
 地质环境评价	1
地震解释	2
"胶新铁路	1
"铝土矿床	2
 五轮山井田"	1
"有机修饰	1
基底构造	2
"瓦斯地质	1
深地震宽角反射/折射	1
 高分辨率阵列感应	1
后碰撞作用"	1
 Nd同位素	1
 标准井	1
河流下切	1
"铀源岩	1
营养元素	3
"超导量子干涉器	1
"块状硫化物矿床	1
"华北块体	1
环境与资源"	1
模极大值	1
 评价因子	1
生物成矿	1
 海南省"	2
隐伏矿	1
判别分类	1
承载力分析	1
 印支期	2
"岩石地球化学特征	1
可靠性分析"	1
虚拟现实	1
四川壤塘"	1
 非线性	4
"山东沂沭河泗流域	1
岩石抗拉强度	1
 FTIR	1
 再悬浮	1
 山西组2段	1
 井约束地震反演	1
转换函数	1
 微粒"	1
 水化学	1
 多元矿化"	1
 力学分析	1
古压力	1
四川华蓥山"	1
 镉	1
 低熟油	1
 质检模型	1
前兆群体异常	1
"锑	1
"TSP	1
 镁	1
拟合	1
火山岩相	1
"锇	1
5-二溴吡啶)三氮烯	1
"TSF	1
沥青地化特征	1
大桥	1
二氧化碳	3
早奥陶世"	1
烃源断层	1
 锆石U-Pb法测	1
油气源对比"	1
改性多元醇	1
"TSR	1
"觉罗塔格构造带	1
"锗	1
"超硬材料	1
高地应力"	1
"地壳运动	1
 测算方法"	1
"铬	1
"石灰岩山区	1
土屋铜矿	1
地热能	1
"直罗组	1
防污	1
 离心机"	1
 三维的土坡稳定	1
"荧光	1
"铼	2
"沉积物类型	2
"低层大气	2
 组分分析技术	1
 嘉山风景区	1
"可视化	1
"潮流	1
 风险	2
球冠谐模型"	1
地壳热结构	1
成井工艺	1
 锶	1
原始地质资源	1
"银	1
"镍	1
 纵向变化	1
地震断层类型"	2
"镉	3
"地层测试	1
民和盆地	1
Sr、Nd同位素	1
 基坑支护"	2
倒数第三次冰消期	1
颗粒物动力学	1
 盆地模拟	2
多尺度"	1
 牟乳金矿带"	1
地震类型	1
"克立格	1
"银根-额济纳盆地群	1
生态文化	1
拉萨地区	1
云南个旧"	1
 生源要素"	1
 地下水水位重建"	1
 混沌优化神经网络"	1
喀什凹陷	1
"天山北缘	1
阶段	1
昆明-楚雄-大理-丽江"	1
 大地构造演化"	1
"柴北缘结合带	1
"金矿	22
"构造演化	4
资源型城市	2
"江陵地区	1
 节理	2
硬化规律"	1
低阻油层成因	1
漂木拦挡	1
发育规律	3
古城(江口)冰期"	1
 回收金"	1
 变形监测	4
 率定系数	1
成藏条件"	2
 ENSO	1
 工作流技术"	1
大陆下地壳	2
"潮汐应力附加构造应力	1
 循环系统	1
"微波消解	3
"复杂岩性	1
 生态防护	1
 地球生态系统"	1
"八面河地区	1
 双规准反应谱	1
 环空压耗	1
大陆碰撞作用	1
大地构造	3
 煤层赋存	1
"非矿物组织	1
产沙模数"	1
古生物	1
 武汉市"	2
"地震地面危害分布	1
"水化学特征	2
不断拦截战略"	1
 番禺低隆起	1
 文南油田"	1
幕体连续性	1
 地下水变异	1
极限平衡分析	1
